,match_id,balls,score,wickets,ground,ground_average,wickets_remaining,powerplay_balls,non_powerplay_balls
851,977,215,149,7,"Vidarbha Cricket Association Stadium, Jamtha",280,3,0,85
852,978,215,167,5,Shere Bangla National Stadium,214,5,0,85
853,979,215,156,6,"Rajiv Gandhi International Stadium, Uppal",273,4,0,85
854,980,215,137,5,"National Cricket Stadium, St George's",216,5,0,85
855,981,215,208,3,Old Trafford,206,7,0,85
856,983,215,211,4,M Chinnaswamy Stadium,268,6,0,85
857,984,215,179,3,SuperSport Park,231,7,0,85
858,985,215,164,3,Providence Stadium,211,7,0,85
859,986,215,118,9,St George's Park,215,1,0,85
860,987,215,190,1,Shere Bangla National Stadium,214,9,0,85
861,988,215,211,4,JSCA International Stadium Complex,250,6,0,85
862,989,215,177,2,Bellerive Oval,245,8,0,85
863,990,215,130,5,Harare Sports Club,214,5,0,85
864,991,215,214,1,Manuka Oval,285,9,0,85
865,992,215,142,6,Lord's,233,4,0,85
866,993,215,192,4,Lord's,233,6,0,85
867,994,215,161,2,Sharjah Cricket Stadium,250,8,0,85
868,995,215,136,5,Kennington Oval,246,5,0,85
869,996,215,125,8,Western Australia Cricket Association Ground,227,2,0,85
870,997,215,159,3,Sheikh Zayed Stadium,231,7,0,85
871,998,215,152,4,Sydney Cricket Ground,220,6,0,85
872,999,215,154,6,Rangiri Dambulla International Stadium,201,4,0,85
873,1000,215,157,5,Barabati Stadium,259,5,0,85
874,1001,215,243,3,AMI Stadium,228,7,0,85
875,1002,215,135,6,Providence Stadium,211,4,0,85
876,1003,215,145,8,Greater Noida Sports Complex Ground,250,2,0,85
877,1004,215,122,4,"Sabina Park, Kingston",221,6,0,85
878,1005,215,135,8,New Wanderers Stadium,238,2,0,85
879,1007,215,146,6,Sharjah Cricket Stadium,250,4,0,85
880,1008,215,121,4,"Queen's Park Oval, Port of Spain",199,6,0,85
881,1009,215,157,4,"Grange Cricket Club Ground, Raeburn Place",250,6,0,85
882,1010,215,146,4,Pallekele International Cricket Stadium,250,6,0,85
883,1011,215,92,6,Mannofield Park,202,4,0,85
884,1012,215,120,5,Harare Sports Club,214,5,0,85
885,1014,215,206,5,University Oval,250,5,0,85
886,1015,215,135,5,"MA Chidambaram Stadium, Chepauk",225,5,0,85
887,1016,215,153,6,Willowmoore Park,219,4,0,85
888,1017,215,128,7,Western Australia Cricket Association Ground,227,3,0,85
889,1018,215,102,7,Rangiri Dambulla International Stadium,201,3,0,85
890,1019,215,177,4,Dubai International Cricket Stadium,221,6,0,85
891,1021,215,207,3,"Warner Park, Basseterre",247,7,0,85
892,1022,215,222,2,"Beausejour Stadium, Gros Islet",208,8,0,85
893,1023,215,150,5,Eden Park,219,5,0,85
894,1024,215,157,5,"Grange Cricket Club Ground, Raeburn Place",250,5,0,85
895,1025,215,145,7,Shere Bangla National Stadium,214,3,0,85
896,1026,215,145,5,"The Village, Malahide",250,5,0,85
897,1027,215,145,6,Sydney Cricket Ground,220,4,0,85
898,1028,215,151,3,Lord's,233,7,0,85
899,1029,215,181,3,SuperSport Park,231,7,0,85
900,1030,215,176,3,R Premadasa Stadium,214,7,0,85
901,1031,215,116,7,Shere Bangla National Stadium,214,3,0,85
902,1032,215,156,4,Kingsmead,243,6,0,85
903,1033,215,128,8,Clontarf Cricket Club Ground,250,2,0,85
904,1034,215,188,4,Sinhalese Sports Club Ground,167,6,0,85
905,1035,215,136,7,Dubai International Cricket Stadium,221,3,0,85
906,1037,215,187,4,Western Australia Cricket Association Ground,227,6,0,85
907,1038,215,137,4,Iqbal Stadium,197,6,0,85
908,1039,215,132,6,Kinrara Academy Oval,204,4,0,85
909,1040,215,196,3,Rangiri Dambulla International Stadium,201,7,0,85
910,1042,215,159,2,Sheikh Zayed Stadium,231,8,0,85
911,1044,215,152,4,Lord's,233,6,0,85
912,1046,215,136,7,Reliance Stadium,231,3,0,85
913,1048,215,229,2,McLean Park,259,8,0,85
914,1049,215,104,8,"Kensington Oval, Bridgetown",187,2,0,85
915,1050,215,175,3,Bellerive Oval,245,7,0,85
916,1052,215,152,3,"National Cricket Stadium, St George's",216,7,0,85
917,1053,215,192,2,"National Cricket Stadium, St George's",216,8,0,85
918,1054,215,179,2,Sophia Gardens,192,8,0,85
919,1057,215,217,1,"Kensington Oval, Bridgetown",187,9,0,85
920,1058,215,161,4,Seddon Park,235,6,0,85
921,1058,215,162,4,Seddon Park,235,6,0,85
922,1059,215,137,7,Harare Sports Club,214,3,0,85
923,1060,215,196,4,Eden Gardens,242,6,0,85
924,1061,215,137,4,Harare Sports Club,214,6,0,85
925,1063,215,127,5,Shere Bangla National Stadium,214,5,0,85
926,1064,215,164,3,Melbourne Cricket Ground,240,7,0,85
927,1065,215,169,2,Western Australia Cricket Association Ground,227,8,0,85
928,1066,215,176,3,Green Park,263,7,0,85
929,1067,215,128,4,"Sardar Patel Stadium, Motera",224,6,0,85
930,1069,215,137,4,Sydney Cricket Ground,220,6,0,85
931,1070,215,185,3,Queens Sports Club,220,7,0,85
932,1071,215,142,5,Adelaide Oval,230,5,0,85
933,1072,215,144,3,Providence Stadium,211,7,0,85
934,1073,215,161,6,Adelaide Oval,230,4,0,85
935,1075,215,118,6,Western Australia Cricket Association Ground,227,4,0,85
936,1076,215,196,2,Bay Oval,250,8,0,85
937,1077,215,179,3,"Punjab Cricket Association Stadium, Mohali",256,7,0,85
938,1078,215,198,4,Shere Bangla National Stadium,214,6,0,85
939,1080,215,187,5,Zahur Ahmed Chowdhury Stadium,183,5,0,85
940,1081,215,232,5,Eden Park,219,5,0,85
941,1082,215,180,5,"Sir Vivian Richards Stadium, North Sound",225,5,0,85
942,1083,215,172,5,"MA Chidambaram Stadium, Chepauk",225,5,0,85
943,1085,215,155,8,Adelaide Oval,230,2,0,85
944,1086,215,126,7,Sharjah Cricket Stadium,250,3,0,85
945,1087,215,143,6,Trent Bridge,246,4,0,85
946,1088,215,117,4,"Sir Vivian Richards Stadium, North Sound",225,6,0,85
947,1089,215,127,4,"Arnos Vale Ground, Kingstown",180,6,0,85
948,1090,215,170,3,Pallekele International Cricket Stadium,250,7,0,85
949,1091,215,155,4,Shere Bangla National Stadium,214,6,0,85
950,1092,215,184,4,Gaddafi Stadium,248,6,0,85
951,1093,215,129,5,"Sabina Park, Kingston",221,5,0,85
952,1094,215,169,2,Western Australia Cricket Association Ground,227,8,0,85
953,1096,215,123,8,Providence Stadium,211,2,0,85
954,1097,215,203,2,Chevrolet Park,250,8,0,85
955,1098,215,181,4,Seddon Park,235,6,0,85
956,1099,215,269,4,R Premadasa Stadium,214,6,0,85
957,1100,215,142,5,Sheikh Zayed Stadium,231,5,0,85
958,1101,215,153,4,Jaffery Sports Club Ground,219,6,0,85
959,1102,215,176,3,Trent Bridge,246,7,0,85
960,1103,215,169,6,New Wanderers Stadium,238,4,0,85
961,1104,215,187,3,Eden Park,219,7,0,85
962,1105,215,132,4,Old Trafford,206,6,0,85
963,1106,215,144,5,Saxton Oval,250,5,0,85
964,1107,215,147,3,Zahur Ahmed Chowdhury Stadium,183,7,0,85
965,1108,215,199,4,Sophia Gardens,192,6,0,85
966,1109,215,169,5,Sharjah Cricket Stadium,250,5,0,85
967,1110,215,161,3,"Beausejour Stadium, Gros Islet",208,7,0,85
968,1111,215,186,2,Gaddafi Stadium,248,8,0,85
969,1112,215,211,2,"Warner Park, Basseterre",247,8,0,85
970,1112,215,212,2,"Warner Park, Basseterre",247,8,0,85
971,1113,215,165,4,Saxton Oval,250,6,0,85
972,1114,215,120,8,"Sabina Park, Kingston",221,2,0,85
973,1115,215,181,3,Sydney Cricket Ground,220,7,0,85
974,1116,215,164,5,"The Village, Malahide",250,5,0,85
975,1117,215,178,3,Khan Shaheb Osman Ali Stadium,250,7,0,85
976,1118,215,146,7,Queens Sports Club,220,3,0,85
977,1120,215,130,5,"Sabina Park, Kingston",221,5,0,85
978,1121,215,126,8,Himachal Pradesh Cricket Association Stadium,250,2,0,85
979,1122,215,169,4,R Premadasa Stadium,214,6,0,85
980,1123,215,194,4,Hagley Oval,250,6,0,85
981,1124,215,121,9,Westpac Stadium,208,1,0,85
982,1124,215,122,9,Westpac Stadium,208,1,0,85
983,1125,215,186,2,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,256,8,0,85
984,1127,215,215,5,Old Trafford,206,5,0,85
985,1128,215,202,3,Westpac Stadium,208,7,0,85
986,1130,215,169,3,Green Park,263,7,0,85
987,1131,215,180,3,"Rajiv Gandhi International Stadium, Uppal",273,7,0,85
988,1132,215,164,5,Shere Bangla National Stadium,214,5,0,85
989,1133,215,120,3,SuperSport Park,231,7,0,85
990,1134,215,222,3,McLean Park,259,7,0,85
991,1135,215,167,3,McLean Park,259,7,0,85
992,1136,215,168,5,Shere Bangla National Stadium,214,5,0,85
993,1137,215,187,5,Kennington Oval,246,5,0,85
994,1138,215,138,7,"Brisbane Cricket Ground, Woolloongabba",218,3,0,85
995,1139,215,135,4,SuperSport Park,231,6,0,85
996,1140,215,175,6,Shere Bangla National Stadium,214,4,0,85
997,1141,215,224,5,The Rose Bowl,250,5,0,85
998,1142,215,228,2,OUTsurance Oval,250,8,0,85
999,1143,215,132,6,Eden Park,219,4,0,85
1000,1144,215,133,5,Chittagong Divisional Stadium,250,5,0,85
1001,1145,215,163,3,Shere Bangla National Stadium,214,7,0,85
1002,1146,215,147,5,Dubai International Cricket Stadium,221,5,0,85
1003,1147,215,152,6,Zahur Ahmed Chowdhury Stadium,183,4,0,85
1004,1148,215,172,4,"Nehru Stadium, Fatorda",231,6,0,85
1005,1149,215,182,4,Pallekele International Cricket Stadium,250,6,0,85
1006,1153,215,152,4,Western Australia Cricket Association Ground,227,6,0,85
1007,1154,215,250,2,"Warner Park, Basseterre",247,8,0,85
1008,1157,215,191,4,National Stadium,214,6,0,85
1009,1158,215,178,6,University Oval,250,4,0,85
1010,1159,215,133,6,Adelaide Oval,230,4,0,85
1011,1160,215,144,4,Melbourne Cricket Ground,240,6,0,85
1012,1161,215,144,5,Himachal Pradesh Cricket Association Stadium,250,5,0,85
1013,1162,215,132,5,Shaheed Chandu Stadium,212,5,0,85
1014,1163,215,142,5,Chittagong Divisional Stadium,250,5,0,85
1015,1164,215,182,5,St George's Park,215,5,0,85
1016,1165,215,163,5,Western Australia Cricket Association Ground,227,5,0,85
1017,1166,215,234,4,"National Cricket Stadium, St George's",216,6,0,85
1018,1168,215,183,5,R Premadasa Stadium,214,5,0,85
1019,1169,215,240,4,Sydney Cricket Ground,220,6,0,85
1020,1170,215,194,3,R Premadasa Stadium,214,7,0,85
1021,1171,215,211,2,Bellerive Oval,245,8,0,85
1022,1172,215,106,7,Pallekele International Cricket Stadium,250,3,0,85
1023,1173,215,162,7,Ruaraka Sports Club Ground,244,3,0,85
1024,1174,215,192,5,Sawai Mansingh Stadium,235,5,0,85
1025,1175,215,219,4,"Kensington Oval, Bridgetown",187,6,0,85
1026,1176,215,159,8,Kennington Oval,246,2,0,85
1027,1177,215,138,5,Boland Park,250,5,0,85
1028,1178,215,147,5,Dubai International Cricket Stadium,221,5,0,85
1029,1179,215,214,2,M Chinnaswamy Stadium,268,8,0,85
1030,1181,215,241,2,Bellerive Oval,245,8,0,85
1031,1182,215,147,6,Shere Bangla National Stadium,214,4,0,85
1032,1183,215,149,6,Senwes Park,246,4,0,85
1033,1184,215,154,4,Harare Sports Club,214,6,0,85
1034,1185,215,157,4,Rangiri Dambulla International Stadium,201,6,0,85
1035,1186,215,180,4,Harare Sports Club,214,6,0,85
1036,1187,215,178,5,Kingsmead,243,5,0,85
1037,1188,215,209,1,McLean Park,259,9,0,85
1038,1189,215,171,4,R Premadasa Stadium,214,6,0,85
1039,1190,215,152,4,Lord's,233,6,0,85
1040,1191,215,182,4,Harare Sports Club,214,6,0,85
1041,1192,215,236,3,Arbab Niaz Stadium,250,7,0,85
1042,1193,215,164,2,Newlands,243,8,0,85
1043,1194,215,182,1,Western Australia Cricket Association Ground,227,9,0,85
1044,1195,215,178,1,Shere Bangla National Stadium,214,9,0,85
1045,1196,215,173,2,Sydney Cricket Ground,220,8,0,85
1046,1197,215,146,3,SuperSport Park,231,7,0,85
1047,1198,215,214,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",250,8,0,85
1048,1201,215,164,1,Providence Stadium,211,9,0,85
1049,1202,215,192,5,Westpac Stadium,208,5,0,85
1050,1203,215,141,3,"Punjab Cricket Association Stadium, Mohali",256,7,0,85
1051,1204,215,163,4,Shere Bangla National Stadium,214,6,0,85
1052,1205,215,142,2,Harare Sports Club,214,8,0,85
1053,1206,215,149,4,JSCA International Stadium Complex,250,6,0,85
1054,1207,215,202,4,Seddon Park,235,6,0,85
1055,1208,215,140,3,"Sabina Park, Kingston",221,7,0,85
1056,1209,215,182,2,Headingley,283,8,0,85
1057,1211,215,153,6,Shere Bangla National Stadium,214,4,0,85
1058,1212,215,127,6,Kennington Oval,246,4,0,85
1059,1213,215,138,8,Queens Sports Club,220,2,0,85
1060,1214,215,104,7,Brabourne Stadium,150,3,0,85
1061,1215,215,130,7,Multan Cricket Stadium,226,3,0,85
1062,1216,215,166,4,Providence Stadium,211,6,0,85
1063,1217,215,199,2,Headingley,283,8,0,85
1064,1218,215,160,9,Shere Bangla National Stadium,214,1,0,85
1065,1219,215,203,2,Sawai Mansingh Stadium,235,8,0,85
1066,1220,215,125,4,Sheikh Zayed Stadium,231,6,0,85
1067,1221,215,199,2,Boland Park,250,8,0,85
1068,1222,215,164,3,St George's Park,215,7,0,85
1069,1224,215,150,4,Kinrara Academy Oval,204,6,0,85
1070,1225,215,138,5,Providence Stadium,211,5,0,85
1071,1226,215,140,5,Titwood,203,5,0,85
1072,1226,215,145,5,Titwood,203,5,0,85
1073,1227,215,224,1,Shere Bangla National Stadium,214,9,0,85
1074,1228,215,140,4,Lord's,233,6,0,85
1075,1229,215,133,4,Shere Bangla National Stadium,214,6,0,85
1076,1230,215,186,2,Bellerive Oval,245,8,0,85
1077,1231,215,185,2,Riverside Ground,214,8,0,85
1078,1232,215,162,3,"Punjab Cricket Association Stadium, Mohali",256,7,0,85
1079,1233,215,210,3,Sydney Cricket Ground,220,7,0,85
1080,1234,215,187,5,Willowmoore Park,219,5,0,85
1081,1235,215,209,3,"Beausejour Stadium, Gros Islet",208,7,0,85
1082,1236,215,174,2,"Warner Park, Basseterre",247,8,0,85
1083,1237,215,155,5,Sophia Gardens,192,5,0,85
1084,1238,215,204,2,County Ground,204,8,0,85
1085,1240,215,159,5,ICC Academy,250,5,0,85
1086,1241,215,161,4,Kingsmead,243,6,0,85
1087,1242,215,184,4,Saxton Oval,250,6,0,85
1088,1243,215,191,3,Sydney Cricket Ground,220,7,0,85
1089,1244,215,103,4,Melbourne Cricket Ground,240,6,0,85
1090,1245,215,89,6,Iqbal Stadium,197,4,0,85
1091,1246,215,123,3,"Kensington Oval, Bridgetown",187,7,0,85
1092,1247,215,112,5,Harare Sports Club,214,5,0,85
1093,1248,215,120,7,Rangiri Dambulla International Stadium,201,3,0,85
1094,1249,215,170,3,ICC Academy,250,7,0,85
1095,1250,215,210,3,Kingsmead,243,7,0,85
1096,1251,215,218,3,Newlands,243,7,0,85
1097,1252,215,126,5,SuperSport Park,231,5,0,85
1098,1253,215,165,6,Adelaide Oval,230,4,0,85
1099,1254,215,166,4,Hagley Oval,250,6,0,85
1100,1256,215,119,4,Harare Sports Club,214,6,0,85
1101,1257,215,143,5,Providence Stadium,211,5,0,85
1102,1258,215,188,4,Maharashtra Cricket Association Stadium,250,6,0,85
1103,1260,215,147,4,Harare Sports Club,214,6,0,85
1104,1261,215,171,3,Adelaide Oval,230,7,0,85
1105,1262,215,201,2,Sheikh Zayed Stadium,231,8,0,85
1106,1263,215,155,4,Harare Sports Club,214,6,0,85
1107,1264,215,179,4,Maharani Usharaje Trust Cricket Ground,250,6,0,85
1108,1264,215,180,4,Maharani Usharaje Trust Cricket Ground,250,6,0,85
1109,1266,215,193,2,Himachal Pradesh Cricket Association Stadium,250,8,0,85
1110,1267,215,191,2,Melbourne Cricket Ground,240,8,0,85
1111,1269,215,110,5,Willowmoore Park,219,5,0,85
1112,1271,215,174,4,Sheikh Zayed Stadium,231,6,0,85
1113,1272,215,245,2,Shere Bangla National Stadium,214,8,0,85
1114,1273,215,234,4,"MA Chidambaram Stadium, Chepauk",225,6,0,85
1115,1274,215,135,6,Sawai Mansingh Stadium,235,4,0,85
1116,1275,215,218,2,M Chinnaswamy Stadium,268,8,0,85
1117,1276,215,240,6,Edgbaston,203,4,0,85
1118,1278,215,202,2,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",250,8,0,85
1119,1279,215,197,5,Sydney Cricket Ground,220,5,0,85
1120,1281,215,220,3,Hagley Oval,250,7,0,85
1121,1282,215,279,3,"Warner Park, Basseterre",247,7,0,85
1122,1284,215,164,4,Jade Stadium,250,6,0,85
1123,1285,215,139,4,Harare Sports Club,214,6,0,85
1124,1285,215,140,4,Harare Sports Club,214,6,0,85
1125,1287,215,118,3,R Premadasa Stadium,214,7,0,85
1126,1288,215,109,8,R Premadasa Stadium,214,2,0,85
1127,1289,215,208,4,Gaddafi Stadium,248,6,0,85
1128,1290,215,151,5,Queens Sports Club,220,5,0,85
1129,1291,215,157,8,Gymkhana Club Ground,193,2,0,85
1130,1292,215,189,3,"Civil Service Cricket Club, Stormont",177,7,0,85
1131,1293,215,166,7,Willowmoore Park,219,3,0,85
1132,1294,215,203,1,"Rajiv Gandhi International Stadium, Uppal",273,9,0,85
1133,1295,215,145,5,Mombasa Sports Club Ground,224,5,0,85
1134,1297,215,144,5,"Sir Vivian Richards Stadium, North Sound",225,5,0,85
1135,1298,215,168,4,ICC Academy,250,6,0,85
1136,1299,215,161,5,Shere Bangla National Stadium,214,5,0,85
1137,1300,215,174,2,Bellerive Oval,245,8,0,85
1138,1301,215,137,3,Shere Bangla National Stadium,214,7,0,85
1139,1302,215,211,2,"Warner Park, Basseterre",247,8,0,85
1140,1303,215,214,4,National Stadium,214,6,0,85
1141,1304,215,199,6,Trent Bridge,246,4,0,85
1142,1305,215,192,3,Melbourne Cricket Ground,240,7,0,85
1143,1306,215,203,2,Clontarf Cricket Club Ground,250,8,0,85
1144,1308,215,218,2,"Sabina Park, Kingston",221,8,0,85
1145,1309,215,150,2,"Queen's Park Oval, Port of Spain",199,8,0,85
1146,1310,215,124,6,"Civil Service Cricket Club, Stormont",177,4,0,85
1147,1311,215,160,4,R Premadasa Stadium,214,6,0,85
1148,1312,215,189,2,R Premadasa Stadium,214,8,0,85
1149,1313,215,126,6,Shere Bangla National Stadium,214,4,0,85
1150,1314,215,170,7,Pallekele International Cricket Stadium,250,3,0,85
1151,1315,215,103,8,Gymkhana Club Ground,193,2,0,85
1152,1316,215,182,1,SuperSport Park,231,9,0,85
1153,1317,215,132,8,"Kensington Oval, Bridgetown",187,2,0,85
1154,1318,215,149,3,"Queen's Park Oval, Port of Spain",199,7,0,85
1155,1319,215,104,7,Shere Bangla National Stadium,214,3,0,85
1156,1320,215,157,5,Kennington Oval,246,5,0,85
1157,1321,215,129,8,Shere Bangla National Stadium,214,2,0,85
1158,1322,215,169,1,Clontarf Cricket Club Ground,250,9,0,85
1159,1323,215,147,5,"Sardar Patel Stadium, Motera",224,5,0,85
1160,1324,215,143,6,Khan Shaheb Osman Ali Stadium,250,4,0,85
1161,1325,215,131,7,Newlands,243,3,0,85
1162,1326,215,175,2,"Queen's Park Oval, Port of Spain",199,8,0,85
1163,1327,215,236,2,Captain Roop Singh Stadium,291,8,0,85
1164,1328,215,239,5,"The Village, Malahide",250,5,0,85
1165,1330,215,147,4,Shere Bangla National Stadium,214,6,0,85
1166,1331,215,198,2,Sharjah Cricket Stadium,250,8,0,85
1167,1332,215,150,5,R Premadasa Stadium,214,5,0,85
1168,1333,215,157,5,Feroz Shah Kotla,250,5,0,85
1169,1334,215,183,4,"Sir Vivian Richards Stadium, North Sound",225,6,0,85
1170,1335,215,160,4,Melbourne Cricket Ground,240,6,0,85
1171,1336,215,151,5,Shere Bangla National Stadium,214,5,0,85
1172,1337,215,160,7,Eden Park,219,3,0,85
1173,1338,215,128,5,"Queen's Park Oval, Port of Spain",199,5,0,85
1174,1339,215,94,6,Newlands,243,4,0,85
1175,1340,215,215,4,Kingsmead,243,6,0,85
1176,1341,215,164,4,Shere Bangla National Stadium,214,6,0,85
1177,1342,215,207,3,"Punjab Cricket Association Stadium, Mohali",256,7,0,85
1178,1343,215,130,3,Buffalo Park,171,7,0,85
1179,1343,215,131,3,Buffalo Park,171,7,0,85
1180,1344,215,192,2,New Wanderers Stadium,238,8,0,85
1181,1345,215,149,4,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",250,6,0,85
1182,1346,215,172,2,Queens Sports Club,220,8,0,85
1183,1347,215,168,4,Seddon Park,235,6,0,85
1184,1348,215,165,6,Basin Reserve,250,4,0,85
1185,1350,215,131,5,Dubai Sports City Cricket Stadium,250,5,0,85
1186,1351,215,167,6,M Chinnaswamy Stadium,268,4,0,85
1187,1352,215,166,2,Seddon Park,235,8,0,85
1188,1353,215,148,3,R Premadasa Stadium,214,7,0,85
1189,1355,215,119,8,"Beausejour Stadium, Gros Islet",208,2,0,85
1190,1356,215,142,7,Rangiri Dambulla International Stadium,201,3,0,85
1191,1357,215,108,6,"MA Chidambaram Stadium, Chepauk",225,4,0,85
1192,1358,215,140,5,SuperSport Park,231,5,0,85
1193,1359,215,99,8,Harare Sports Club,214,2,0,85
1194,1360,215,166,4,"Brisbane Cricket Ground, Woolloongabba",218,6,0,85
1195,1361,215,144,5,"Civil Service Cricket Club, Stormont",177,5,0,85
1196,1362,215,190,3,Willowmoore Park,219,7,0,85
1197,1363,215,186,1,Melbourne Cricket Ground,240,9,0,85
1198,1364,215,146,4,Lord's,233,6,0,85
1199,1364,215,147,4,Lord's,233,6,0,85
1200,1365,215,172,4,Riverside Ground,214,6,0,85
1201,1366,215,192,2,Feroz Shah Kotla,250,8,0,85
1202,1367,215,174,3,Edgbaston,203,7,0,85
1203,1368,215,184,7,Newlands,243,3,0,85
1204,1369,215,137,6,"The Village, Malahide",250,4,0,85
1205,1370,215,167,5,Madhavrao Scindia Cricket Ground,325,5,0,85
1206,1371,215,158,4,Zahur Ahmed Chowdhury Stadium,183,6,0,85
1207,1372,215,134,4,"Sabina Park, Kingston",221,6,0,85
1208,1373,215,140,3,Shere Bangla National Stadium,214,7,0,85
1209,1375,215,123,5,Clontarf Cricket Club Ground,250,5,0,85
1210,1376,215,129,9,Rangiri Dambulla International Stadium,201,1,0,85
1211,1378,215,223,3,SuperSport Park,231,7,0,85
1212,1379,215,224,3,Trent Bridge,246,7,0,85
1213,1380,215,196,3,Greater Noida Sports Complex Ground,250,7,0,85
1214,1381,215,136,5,Western Australia Cricket Association Ground,227,5,0,85
1215,1382,215,146,5,Bay Oval,250,5,0,85
1216,1383,215,186,2,Melbourne Cricket Ground,240,8,0,85
1217,1386,215,160,3,Riverside Ground,214,7,0,85
1218,1387,215,136,3,Melbourne Cricket Ground,240,7,0,85
1219,1388,215,143,7,Zohur Ahmed Chowdhury Stadium,250,3,0,85
1220,1389,215,213,3,Sydney Cricket Ground,220,7,0,85
1221,1390,215,162,4,Shere Bangla National Stadium,214,6,0,85
1222,1391,215,161,2,Marrara Cricket Ground,250,8,0,85
1223,1394,215,179,5,McLean Park,259,5,0,85
1224,1395,215,190,5,"Civil Service Cricket Club, Stormont",177,5,0,85
1225,1396,215,204,5,R Premadasa Stadium,214,5,0,85
1226,1397,215,157,6,St George's Park,215,4,0,85
1227,1398,215,173,3,Seddon Park,235,7,0,85
1228,1400,215,151,4,Lord's,233,6,0,85
1229,1402,215,117,9,Marrara Cricket Ground,250,1,0,85
1230,1403,215,175,4,Adelaide Oval,230,6,0,85
1231,1404,215,224,4,Riverside Ground,214,6,0,85
1232,1405,215,164,6,Eden Park,219,4,0,85
1233,1409,215,143,3,McLean Park,259,7,0,85
1234,1410,215,134,6,Feroz Shah Kotla,250,4,0,85
1235,1411,215,158,3,Sydney Cricket Ground,220,7,0,85
1236,1412,215,163,3,Melbourne Cricket Ground,240,7,0,85
1237,1413,215,147,9,Eden Park,219,1,0,85
1238,1414,215,124,8,Gymkhana Club Ground,193,2,0,85
1239,1415,215,153,5,Seddon Park,235,5,0,85
1240,1416,215,166,4,Green Park,263,6,0,85
1241,1417,215,191,2,R Premadasa Stadium,214,8,0,85
1242,1418,215,131,3,ICC Academy,250,7,0,85
1243,1420,215,168,5,Westpac Stadium,208,5,0,85
1244,1421,215,157,5,Seddon Park,235,5,0,85
1245,1422,215,122,3,"National Cricket Stadium, St George's",216,7,0,85
1246,1424,215,154,3,"Brisbane Cricket Ground, Woolloongabba",218,7,0,85
1247,1425,215,126,4,Gymkhana Club Ground,193,6,0,85
1248,1426,215,148,8,Sharjah Cricket Stadium,250,2,0,85
1249,1427,215,200,2,Providence Stadium,211,8,0,85
1250,1428,215,199,4,M Chinnaswamy Stadium,268,6,0,85
1251,1429,215,175,2,Sydney Cricket Ground,220,8,0,85
1252,1430,215,152,1,"Kensington Oval, Bridgetown",187,9,0,85
1253,1432,215,185,4,Sydney Cricket Ground,220,6,0,85
1254,1433,215,168,3,Wankhede Stadium,256,7,0,85
1255,1435,215,125,6,McLean Park,259,4,0,85
1256,1436,215,189,4,Shere Bangla National Stadium,214,6,0,85
1257,1437,215,133,6,"Brisbane Cricket Ground, Woolloongabba",218,4,0,85
1258,1438,215,132,6,Sydney Cricket Ground,220,4,0,85
1259,1440,215,126,8,Sydney Cricket Ground,220,2,0,85
1260,1441,215,214,5,Shere Bangla National Stadium,214,5,0,85
1261,1442,215,119,7,SuperSport Park,231,3,0,85
1262,1443,215,171,5,"Grange Cricket Club Ground, Raeburn Place",250,5,0,85
1263,1444,215,206,2,"Sardar Patel Stadium, Motera",224,8,0,85
1264,1445,215,151,3,R Premadasa Stadium,214,7,0,85
1265,1446,215,170,3,Melbourne Cricket Ground,240,7,0,85
1266,1448,215,122,3,R Premadasa Stadium,214,7,0,85
1267,1449,215,155,2,Edgbaston,203,8,0,85
