,match_id,balls,score,wickets,ground,ground_average,wickets_remaining,powerplay_balls,non_powerplay_balls
62,69,215,121,4,Marrara Cricket Ground,250,6,0,85
63,70,215,147,6,Rangiri Dambulla International Stadium,201,4,0,85
64,70,215,148,6,Rangiri Dambulla International Stadium,201,4,0,85
65,71,215,119,3,Sophia Gardens,192,7,0,85
66,72,215,154,4,Harare Sports Club,214,6,0,85
67,73,215,141,8,Harare Sports Club,214,2,0,85
68,74,215,218,4,R Premadasa Stadium,214,6,0,85
69,75,215,92,6,Gymkhana Club Ground,193,4,0,85
70,76,215,149,4,Sheikh Zayed Stadium,231,6,0,85
71,77,215,165,5,Shere Bangla National Stadium,214,5,0,85
72,78,215,161,9,Bay Oval,250,1,0,85
73,79,215,137,5,"Sabina Park, Kingston",221,5,0,85
74,80,215,145,5,"Nehru Stadium, Fatorda",231,5,0,85
75,83,215,178,3,Bellerive Oval,245,7,0,85
76,83,215,179,3,Bellerive Oval,245,7,0,85
77,84,215,171,3,Kingsmead,243,7,0,85
78,85,215,129,6,"Arnos Vale Ground, Kingstown",180,4,0,85
79,86,215,110,5,Kinrara Academy Oval,204,5,0,85
80,87,215,160,5,New Wanderers Stadium,238,5,0,85
81,88,215,187,5,McLean Park,259,5,0,85
82,89,215,161,3,Shere Bangla National Stadium,214,7,0,85
83,90,215,135,4,Hagley Oval,250,6,0,85
84,91,215,154,5,Queens Sports Club,220,5,0,85
85,92,215,166,5,Edgbaston,203,5,0,85
86,93,215,163,4,Nehru Stadium,231,6,0,85
87,94,215,171,3,Melbourne Cricket Ground,240,7,0,85
88,95,215,158,2,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,256,8,0,85
89,99,215,190,4,Headingley,283,6,0,85
90,101,215,145,6,"Mission Road Ground, Mong Kok",250,4,0,85
91,102,215,199,3,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,256,7,0,85
92,103,215,156,4,Dubai International Cricket Stadium,221,6,0,85
93,104,215,184,4,"Brisbane Cricket Ground, Woolloongabba",218,6,0,85
94,105,215,165,3,Khan Shaheb Osman Ali Stadium,250,7,0,85
95,106,215,207,3,Sydney Cricket Ground,220,7,0,85
96,108,215,220,6,SuperSport Park,231,4,0,85
97,109,215,188,3,"Sabina Park, Kingston",221,7,0,85
98,110,215,163,4,"Sardar Patel Stadium, Motera",224,6,0,85
99,111,215,183,3,R Premadasa Stadium,214,7,0,85
100,112,215,204,5,"Kensington Oval, Bridgetown",187,5,0,85
101,114,215,189,3,ICC Global Cricket Academy,250,7,0,85
102,114,215,190,3,ICC Global Cricket Academy,250,7,0,85
103,115,215,161,5,Headingley,283,5,0,85
104,116,215,206,3,Melbourne Cricket Ground,240,7,0,85
105,117,215,207,3,Kingsmead,243,7,0,85
106,118,215,149,5,Shere Bangla National Stadium,214,5,0,85
107,119,215,168,5,Western Australia Cricket Association Ground,227,5,0,85
108,120,215,147,7,Edgbaston,203,3,0,85
109,121,215,158,3,Kennington Oval,246,7,0,85
110,122,215,158,4,Gaddafi Stadium,248,6,0,85
111,124,215,160,4,Melbourne Cricket Ground,240,6,0,85
112,125,215,195,2,Dubai International Cricket Stadium,221,8,0,85
113,126,215,128,3,Dubai International Cricket Stadium,221,7,0,85
114,127,215,173,4,Hagley Oval,250,6,0,85
115,128,215,233,3,"Punjab Cricket Association Stadium, Mohali",256,7,0,85
116,129,215,219,4,The Rose Bowl,250,6,0,85
117,130,215,177,9,Wankhede Stadium,256,1,0,85
118,132,215,178,3,Shere Bangla National Stadium,214,7,0,85
119,133,215,183,2,Melbourne Cricket Ground,240,8,0,85
120,134,215,207,6,R Premadasa Stadium,214,4,0,85
121,135,215,167,4,Adelaide Oval,230,6,0,85
122,136,215,165,4,"Vidarbha Cricket Association Stadium, Jamtha",280,6,0,85
123,138,215,159,5,Sydney Cricket Ground,220,5,0,85
124,139,215,146,5,"National Cricket Stadium, St George's",216,5,0,85
125,140,215,169,1,Shere Bangla National Stadium,214,9,0,85
126,141,215,182,4,Western Australia Cricket Association Ground,227,6,0,85
127,142,215,202,3,Shere Bangla National Stadium,214,7,0,85
128,143,215,142,5,Queens Sports Club,220,5,0,85
129,144,215,165,6,New Wanderers Stadium,238,4,0,85
130,145,215,212,5,Melbourne Cricket Ground,240,5,0,85
131,146,215,176,2,"Windsor Park, Roseau",247,8,0,85
132,148,215,226,3,De Beers Diamond Oval,250,7,0,85
133,149,215,199,5,National Stadium,214,5,0,85
134,151,215,115,5,Harare Sports Club,214,5,0,85
135,152,215,168,3,Shere Bangla National Stadium,214,7,0,85
136,154,215,156,7,Kinrara Academy Oval,204,3,0,85
137,155,215,207,3,SuperSport Park,231,7,0,85
138,156,215,143,5,Melbourne Cricket Ground,240,5,0,85
139,157,215,116,6,Riverside Ground,214,4,0,85
140,159,215,169,2,Adelaide Oval,230,8,0,85
141,160,215,144,2,Lord's,233,8,0,85
142,161,215,145,8,Multan Cricket Stadium,226,2,0,85
143,162,215,118,7,Shere Bangla National Stadium,214,3,0,85
144,163,215,113,7,Edgbaston,203,3,0,85
145,164,215,105,6,Queens Sports Club,220,4,0,85
146,165,215,218,1,"National Cricket Stadium, St George's",216,9,0,85
147,166,215,146,4,New Wanderers Stadium,238,6,0,85
148,167,215,213,2,Manuka Oval,285,8,0,85
149,168,215,221,3,Newlands,243,7,0,85
150,169,215,218,2,Headingley,283,8,0,85
151,170,215,255,2,Sedgars Park,250,8,0,85
152,171,215,186,3,JSCA International Stadium Complex,250,7,0,85
153,174,215,196,1,Seddon Park,235,9,0,85
154,175,215,129,8,Sharjah Cricket Stadium,250,2,0,85
155,176,215,167,8,St George's Park,215,2,0,85
156,177,215,165,4,"Punjab Cricket Association Stadium, Mohali",256,6,0,85
157,179,215,107,7,Sydney Cricket Ground,220,3,0,85
158,180,215,107,6,Narayanganj Osmani Stadium,250,4,0,85
159,181,215,188,2,Shere Bangla National Stadium,214,8,0,85
160,182,215,144,4,Shere Bangla National Stadium,214,6,0,85
161,183,215,210,6,Barabati Stadium,259,4,0,85
162,184,215,192,2,R Premadasa Stadium,214,8,0,85
163,186,215,204,2,McLean Park,259,8,0,85
164,187,215,195,2,Adelaide Oval,230,8,0,85
165,188,215,133,5,Mombasa Sports Club Ground,224,5,0,85
166,190,215,155,4,The Rose Bowl,250,6,0,85
167,191,215,134,5,"Beausejour Stadium, Gros Islet",208,5,0,85
168,192,215,141,6,Holkar Cricket Stadium,280,4,0,85
169,193,215,134,5,"Punjab Cricket Association Stadium, Mohali",256,5,0,85
170,194,215,139,6,JSCA International Stadium Complex,250,4,0,85
171,195,215,123,7,Rangiri Dambulla International Stadium,201,3,0,85
172,195,215,124,7,Rangiri Dambulla International Stadium,201,3,0,85
173,196,215,177,3,Providence Stadium,211,7,0,85
174,197,215,178,3,Feroz Shah Kotla,250,7,0,85
175,198,215,166,6,Wankhede Stadium,256,4,0,85
176,199,215,191,4,The Rose Bowl,250,6,0,85
177,200,215,165,5,Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium,250,5,0,85
178,201,215,164,2,Sheikh Zayed Stadium,231,8,0,85
179,202,215,145,5,Sheikh Zayed Stadium,231,5,0,85
180,204,215,145,4,"Civil Service Cricket Club, Stormont",177,6,0,85
181,205,215,91,8,Shere Bangla National Stadium,214,2,0,85
182,206,215,161,4,Eden Park,219,6,0,85
183,207,215,192,5,R Premadasa Stadium,214,5,0,85
184,208,215,138,2,VRA Ground,225,8,0,85
185,209,215,149,3,"Antigua Recreation Ground, St John's",227,7,0,85
186,210,215,119,6,"Sabina Park, Kingston",221,4,0,85
187,211,215,172,4,Queens Sports Club,220,6,0,85
188,211,215,173,4,Queens Sports Club,220,6,0,85
189,212,215,166,3,Green Park,263,7,0,85
190,215,215,209,2,Kennington Oval,246,8,0,85
191,216,215,193,3,"MA Chidambaram Stadium, Chepauk",225,7,0,85
192,217,215,223,2,Cobham Oval (New),250,8,0,85
193,219,215,158,3,Harare Sports Club,214,7,0,85
194,220,215,266,1,Western Australia Cricket Association Ground,227,9,0,85
195,222,215,199,3,"Sir Vivian Richards Stadium, North Sound",225,7,0,85
196,223,215,141,6,"Brisbane Cricket Ground, Woolloongabba",218,4,0,85
197,224,215,173,2,Shere Bangla National Stadium,214,8,0,85
198,225,215,181,2,Wankhede Stadium,256,8,0,85
199,226,215,152,4,Edgbaston,203,6,0,85
200,227,215,146,3,"Arnos Vale Ground, Kingstown",180,7,0,85
201,228,215,140,5,R Premadasa Stadium,214,5,0,85
202,230,215,135,6,Cambusdoon New Ground,163,4,0,85
203,231,215,206,4,"Warner Park, Basseterre",247,6,0,85
204,232,215,148,6,"Beausejour Stadium, Gros Islet",208,4,0,85
205,233,215,128,6,St George's Park,215,4,0,85
206,234,215,212,3,New Wanderers Stadium,238,7,0,85
207,234,215,213,3,New Wanderers Stadium,238,7,0,85
208,235,215,128,6,McLean Park,259,4,0,85
209,236,215,201,2,"Grange Cricket Club Ground, Raeburn Place",250,8,0,85
210,237,215,150,5,Melbourne Cricket Ground,240,5,0,85
211,239,215,148,5,Lord's,233,5,0,85
212,240,215,133,4,Zahur Ahmed Chowdhury Stadium,183,6,0,85
213,242,215,146,9,Dubai Sports City Cricket Stadium,250,1,0,85
214,243,215,146,5,Sinhalese Sports Club Ground,167,5,0,85
215,244,215,199,3,Eden Park,219,7,0,85
216,245,215,141,6,Lord's,233,4,0,85
217,246,215,172,4,Bellerive Oval,245,6,0,85
218,247,215,113,7,Sydney Cricket Ground,220,3,0,85
219,248,215,178,3,SuperSport Park,231,7,0,85
220,249,215,131,5,Edgbaston,203,5,0,85
221,250,215,237,2,Kingsmead,243,8,0,85
222,251,215,155,6,McLean Park,259,4,0,85
223,252,215,126,6,Adelaide Oval,230,4,0,85
224,253,215,221,2,R Premadasa Stadium,214,8,0,85
225,254,215,124,9,Queens Sports Club,220,1,0,85
226,256,215,198,4,SuperSport Park,231,6,0,85
227,257,215,188,3,Harare Sports Club,214,7,0,85
228,258,215,163,5,Kingsmead,243,5,0,85
229,259,215,166,3,AMI Stadium,228,7,0,85
230,260,215,130,5,Pallekele International Cricket Stadium,250,5,0,85
231,261,215,131,4,"Beausejour Stadium, Gros Islet",208,6,0,85
232,262,215,176,4,Harare Sports Club,214,6,0,85
233,264,215,185,3,Pallekele International Cricket Stadium,250,7,0,85
234,265,215,151,4,Multan Cricket Stadium,226,6,0,85
235,266,215,235,3,Kennington Oval,246,7,0,85
236,268,215,214,2,Sophia Gardens,192,8,0,85
237,269,215,145,6,Trent Bridge,246,4,0,85
238,270,215,137,4,Providence Stadium,211,6,0,85
239,271,215,139,5,Shere Bangla National Stadium,214,5,0,85
240,271,215,141,5,Shere Bangla National Stadium,214,5,0,85
241,272,215,170,5,National Stadium,214,5,0,85
242,273,215,203,3,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",250,7,0,85
243,274,215,164,6,SuperSport Park,231,4,0,85
244,276,215,195,2,Gaddafi Stadium,248,8,0,85
245,277,215,181,2,New Wanderers Stadium,238,8,0,85
246,278,215,138,5,Riverside Ground,214,5,0,85
247,279,215,203,4,"Sabina Park, Kingston",221,6,0,85
248,281,215,182,2,Melbourne Cricket Ground,240,8,0,85
249,282,215,190,4,Melbourne Cricket Ground,240,6,0,85
250,284,215,118,5,St George's Park,215,5,0,85
251,285,215,181,5,"Warner Park, Basseterre",247,5,0,85
252,286,215,163,5,Sharjah Cricket Stadium,250,5,0,85
253,287,215,150,3,"Punjab Cricket Association Stadium, Mohali",256,7,0,85
254,288,215,170,5,"Windsor Park, Roseau",247,5,0,85
255,289,215,133,5,Queens Sports Club,220,5,0,85
256,290,215,193,3,Sydney Cricket Ground,220,7,0,85
257,292,215,110,5,Adelaide Oval,230,5,0,85
258,292,215,111,5,Adelaide Oval,230,5,0,85
259,293,215,177,7,Shere Bangla National Stadium,214,3,0,85
260,294,215,152,4,Captain Roop Singh Stadium,291,6,0,85
261,295,215,189,2,"Punjab Cricket Association Stadium, Mohali",256,8,0,85
262,296,215,110,8,Harare Sports Club,214,2,0,85
263,297,215,153,4,Riverside Ground,214,6,0,85
264,298,215,232,2,Eden Gardens,242,8,0,85
265,299,215,213,3,Old Trafford,206,7,0,85
266,300,215,169,4,"Brisbane Cricket Ground, Woolloongabba",218,6,0,85
267,301,215,160,3,"National Cricket Stadium, St George's",216,7,0,85
268,302,215,189,3,Sawai Mansingh Stadium,235,7,0,85
269,303,215,183,1,The Rose Bowl,250,9,0,85
270,306,215,142,8,University Oval,250,2,0,85
271,307,215,197,4,Hagley Oval,250,6,0,85
272,308,215,145,5,Sheikhupura Stadium,184,5,0,85
273,309,215,159,4,"Warner Park, Basseterre",247,6,0,85
274,310,215,135,2,Harare Sports Club,214,8,0,85
275,311,215,140,5,Harare Sports Club,214,5,0,85
276,312,215,182,3,Seddon Park,235,7,0,85
277,313,215,155,6,"Queen's Park Oval, Port of Spain",199,4,0,85
278,314,215,229,2,New Wanderers Stadium,238,8,0,85
279,315,215,201,1,Edgbaston,203,9,0,85
280,317,215,185,4,"Punjab Cricket Association Stadium, Mohali",256,6,0,85
281,318,215,151,4,Lord's,233,6,0,85
282,319,215,185,3,Gaddafi Stadium,248,7,0,85
283,320,215,137,4,Dubai International Cricket Stadium,221,6,0,85
284,321,215,182,3,McLean Park,259,7,0,85
285,322,215,174,4,Harare Sports Club,214,6,0,85
286,323,215,168,4,"National Cricket Stadium, St George's",216,6,0,85
287,324,215,175,4,Senwes Park,246,6,0,85
288,325,215,164,6,"Beausejour Stadium, Gros Islet",208,4,0,85
289,326,215,120,7,"Sir Vivian Richards Stadium, North Sound",225,3,0,85
290,328,215,122,4,Sheikh Zayed Stadium,231,6,0,85
291,329,215,120,7,SuperSport Park,231,3,0,85
292,330,215,270,1,Trent Bridge,246,9,0,85
293,331,215,149,2,Adelaide Oval,230,8,0,85
294,332,215,131,7,R Premadasa Stadium,214,3,0,85
295,333,215,182,3,Eden Gardens,242,7,0,85
296,334,215,110,8,Clontarf Cricket Club Ground,250,2,0,85
297,335,215,168,4,Westpac Stadium,208,6,0,85
298,336,215,129,5,AMI Stadium,228,5,0,85
299,337,215,171,2,Sharjah Cricket Association Stadium,250,8,0,85
300,338,215,174,7,"Brisbane Cricket Ground, Woolloongabba",218,3,0,85
301,339,215,216,0,Pallekele International Cricket Stadium,250,10,0,85
302,340,215,103,7,Westpac Stadium,208,3,0,85
303,341,215,165,3,Shere Bangla National Stadium,214,7,0,85
304,342,215,172,2,Pallekele International Cricket Stadium,250,8,0,85
305,343,215,154,2,Rangiri Dambulla International Stadium,201,8,0,85
306,344,215,118,7,"Sardar Patel Stadium, Motera",224,3,0,85
307,345,215,172,6,R Premadasa Stadium,214,4,0,85
308,346,215,154,7,New Wanderers Stadium,238,3,0,85
309,347,215,118,10,Shaheed Chandu Stadium,212,0,0,85
310,348,215,174,3,"Brisbane Cricket Ground, Woolloongabba",218,7,0,85
311,352,215,105,6,"Sabina Park, Kingston",221,4,0,85
312,353,215,172,7,Shere Bangla National Stadium,214,3,0,85
313,354,215,147,6,"Kensington Oval, Bridgetown",187,4,0,85
314,355,215,210,3,Maharashtra Cricket Association Stadium,250,7,0,85
315,356,215,148,3,Narayanganj Osmani Stadium,250,7,0,85
316,357,215,171,2,Zahur Ahmed Chowdhury Stadium,183,8,0,85
317,359,215,99,8,Clontarf Cricket Club Ground,250,2,0,85
318,360,215,168,4,Queens Sports Club,220,6,0,85
319,362,215,139,4,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",250,6,0,85
320,363,215,178,5,"Sardar Patel Stadium, Motera",224,5,0,85
321,364,215,155,4,Trent Bridge,246,6,0,85
322,365,215,193,3,Shere Bangla National Stadium,214,7,0,85
323,366,215,176,5,Saxton Oval,250,5,0,85
324,367,215,189,0,"Sabina Park, Kingston",221,10,0,85
325,368,215,180,4,Rangiri Dambulla International Stadium,201,6,0,85
326,369,215,175,3,The Rose Bowl,250,7,0,85
327,370,215,143,6,Sheikh Zayed Stadium,231,4,0,85
328,371,215,200,2,"Sir Vivian Richards Stadium, North Sound",225,8,0,85
329,372,215,95,5,"Beausejour Stadium, Gros Islet",208,5,0,85
330,373,215,159,5,Iqbal Stadium,197,5,0,85
331,375,215,147,3,Shere Bangla National Stadium,214,7,0,85
332,377,215,147,8,Sheikh Abu Naser Stadium,199,2,0,85
333,380,215,185,5,Shere Bangla National Stadium,214,5,0,85
334,381,215,117,5,R Premadasa Stadium,214,5,0,85
335,382,215,144,3,Feroz Shah Kotla,250,7,0,85
336,384,215,203,3,Old Trafford,206,7,0,85
337,385,215,187,3,University Oval,250,7,0,85
338,386,215,148,3,Kingsmead,243,7,0,85
339,388,215,203,2,"Queen's Park Oval, Port of Spain",199,8,0,85
340,389,215,134,5,Newlands,243,5,0,85
341,390,215,194,3,Saxton Oval,250,7,0,85
342,391,215,192,5,The Rose Bowl,250,5,0,85
343,392,215,139,3,Harare Sports Club,214,7,0,85
344,395,215,75,6,University Oval,250,4,0,85
345,396,215,162,2,Wankhede Stadium,256,8,0,85
346,397,215,231,4,Shere Bangla National Stadium,214,6,0,85
347,398,215,173,4,"Queen's Park Oval, Port of Spain",199,6,0,85
348,399,215,176,4,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",250,6,0,85
349,400,215,227,3,"Sabina Park, Kingston",221,7,0,85
350,401,215,150,3,Riverside Ground,214,7,0,85
351,401,215,151,3,Riverside Ground,214,7,0,85
352,402,215,209,3,Eden Park,219,7,0,85
353,403,215,112,6,"Civil Service Cricket Club, Stormont",177,4,0,85
354,404,215,166,4,Providence Stadium,211,6,0,85
355,405,215,165,4,"Brisbane Cricket Ground, Woolloongabba",218,6,0,85
356,406,215,179,3,Queens Sports Club,220,7,0,85
357,407,215,222,4,Rangiri Dambulla International Stadium,201,6,0,85
358,408,215,155,3,Kingsmead,243,7,0,85
359,410,215,112,7,Harare Sports Club,214,3,0,85
360,411,215,212,3,Sydney Cricket Ground,220,7,0,85
361,412,215,109,4,Queenstown Events Centre,120,6,0,85
362,413,215,226,4,"Vidarbha Cricket Association Stadium, Jamtha",280,6,0,85
363,414,215,175,3,R Premadasa Stadium,214,7,0,85
364,415,215,233,3,National Stadium,214,7,0,85
365,416,215,140,4,"Queen's Park Oval, Port of Spain",199,6,0,85
366,417,215,201,3,Western Australia Cricket Association Ground,227,7,0,85
367,418,215,133,6,Westpac Stadium,208,4,0,85
368,419,215,173,6,"Mission Road Ground, Mong Kok",250,4,0,85
369,420,215,155,3,Shere Bangla National Stadium,214,7,0,85
370,421,215,190,3,"MA Chidambaram Stadium, Chepauk",225,7,0,85
371,422,215,167,4,Saxton Oval,250,6,0,85
372,423,215,187,4,Nehru Stadium,231,6,0,85
373,424,215,129,6,Shere Bangla National Stadium,214,4,0,85
374,425,215,109,7,Eden Park,219,3,0,85
375,426,215,158,4,Harare Sports Club,214,6,0,85
376,427,215,186,3,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",250,7,0,85
377,429,215,161,3,Gaddafi Stadium,248,7,0,85
378,430,215,176,6,"Punjab Cricket Association Stadium, Mohali",256,4,0,85
379,431,215,102,5,R Premadasa Stadium,214,5,0,85
380,432,215,122,8,"Sabina Park, Kingston",221,2,0,85
381,433,215,141,5,Senwes Park,246,5,0,85
382,434,215,203,4,Sawai Mansingh Stadium,235,6,0,85
383,436,215,161,3,Shere Bangla National Stadium,214,7,0,85
384,437,215,170,3,R Premadasa Stadium,214,7,0,85
385,438,215,162,5,Lord's,233,5,0,85
386,439,215,170,4,Kennington Oval,246,6,0,85
387,440,215,174,1,Sector 16 Stadium,287,9,0,85
388,441,215,146,4,Eden Park,219,6,0,85
389,443,215,177,2,Sheikh Zayed Stadium,231,8,0,85
390,444,215,147,6,Brabourne Stadium,150,4,0,85
391,445,215,97,7,"Arnos Vale Ground, Kingstown",180,3,0,85
392,446,215,261,3,Gaddafi Stadium,248,7,0,85
393,447,215,117,3,"Beausejour Stadium, Gros Islet",208,7,0,85
394,448,215,206,2,Queens Sports Club,220,8,0,85
395,448,215,207,2,Queens Sports Club,220,8,0,85
396,450,215,164,5,SuperSport Park,231,5,0,85
397,451,215,150,6,Iqbal Stadium,197,4,0,85
398,451,215,155,6,Iqbal Stadium,197,4,0,85
399,452,215,125,4,"Civil Service Cricket Club, Stormont",177,6,0,85
400,453,215,121,3,"National Cricket Stadium, St George's",216,7,0,85
401,454,215,200,2,Indian Petrochemicals Corporation Limited Sports Complex Ground,250,8,0,85
402,455,215,190,5,Eden Park,219,5,0,85
403,456,215,197,3,"Warner Park, Basseterre",247,7,0,85
404,458,215,113,6,"Civil Service Cricket Club, Stormont",177,4,0,85
405,459,215,167,3,Queens Sports Club,220,7,0,85
406,460,215,191,2,Rangiri Dambulla International Stadium,201,8,0,85
407,461,215,147,4,Newlands,243,6,0,85
408,463,215,166,4,Sydney Cricket Ground,220,6,0,85
409,464,215,171,6,"MA Chidambaram Stadium, Chepauk",225,4,0,85
410,465,215,129,4,Harare Sports Club,214,6,0,85
411,466,215,149,6,R Premadasa Stadium,214,4,0,85
412,467,215,180,2,Trent Bridge,246,8,0,85
413,468,215,152,4,Providence Stadium,211,6,0,85
414,469,215,167,2,Harare Sports Club,214,8,0,85
415,470,215,153,5,Clontarf Cricket Club Ground,250,5,0,85
416,471,215,140,4,Goodyear Park,250,6,0,85
417,472,215,161,3,Sheikh Zayed Stadium,231,7,0,85
418,473,215,183,3,Pallekele International Cricket Stadium,250,7,0,85
419,474,215,189,6,Docklands Stadium,250,4,0,85
420,476,215,99,6,County Ground,204,4,0,85
421,477,215,171,6,Kennington Oval,246,4,0,85
422,479,215,163,6,Westpac Stadium,208,4,0,85
423,480,215,206,2,McLean Park,259,8,0,85
424,481,215,171,5,Nehru Stadium,231,5,0,85
425,482,215,143,3,Nehru Stadium,231,7,0,85
426,484,215,140,2,Harare Sports Club,214,8,0,85
427,485,215,129,6,Pallekele International Cricket Stadium,250,4,0,85
428,486,215,141,5,Sinhalese Sports Club Ground,167,5,0,85
429,487,215,191,1,Shere Bangla National Stadium,214,9,0,85
430,488,215,127,6,"Brisbane Cricket Ground, Woolloongabba",218,4,0,85
431,489,215,164,4,Queens Sports Club,220,6,0,85
432,490,215,211,2,R Premadasa Stadium,214,8,0,85
433,491,215,175,10,SuperSport Park,231,0,0,85
434,493,215,239,2,Newlands,243,8,0,85
435,494,215,158,0,Queens Sports Club,220,10,0,85
436,495,215,129,5,Shere Bangla National Stadium,214,5,0,85
437,496,215,160,3,Adelaide Oval,230,7,0,85
438,497,215,163,4,Docklands Stadium,250,6,0,85
439,498,215,179,2,Westpac Stadium,208,8,0,85
440,499,215,168,4,"Arnos Vale Ground, Kingstown",180,6,0,85
441,500,215,196,3,Rangiri Dambulla International Stadium,201,7,0,85
442,503,215,143,5,"Grange Cricket Club Ground, Raeburn Place",250,5,0,85
443,504,215,130,8,Sharjah Cricket Stadium,250,2,0,85
444,505,215,213,1,Manuka Oval,285,9,0,85
445,506,215,237,5,Eden Park,219,5,0,85
446,507,215,133,4,Clontarf Cricket Club Ground,250,6,0,85
447,508,215,148,3,Adelaide Oval,230,7,0,85
448,509,215,192,2,Eden Gardens,242,8,0,85
449,510,215,168,3,Eden Park,219,7,0,85
450,511,215,182,5,Rawalpindi Cricket Stadium,250,5,0,85
451,512,215,142,5,Queens Sports Club,220,5,0,85
452,513,215,137,2,"Civil Service Cricket Club, Stormont",177,8,0,85
453,514,215,187,2,Saurashtra Cricket Association Stadium,250,8,0,85
454,515,215,141,5,Bellerive Oval,245,5,0,85
455,516,215,193,1,Western Australia Cricket Association Ground,227,9,0,85
